PRIMARY_COM_NAME;SCI_NAME
Vanuatu Whistler (Vanuatu);Pachycephala chlorura [chlorura Group]
Vanuatu Whistler (Loyalty);Pachycephala chlorura littayei
Vogelkop Whistler;Pachycephala meyeri
Sclater's Whistler;Pachycephala soror
Sclater's Whistler (Sclater's);Pachycephala soror [soror Group]
Sclater's Whistler (Bomberai);Pachycephala soror octogenarii
Sclater's Whistler (undescribed Fakfak form);Pachycephala soror [undescribed Fakfak form]
White-throated Fiji Whistler;Pachycephala vitiensis
Yellow-throated Fiji Whistler;Pachycephala graeffii
Yellow-throated Fiji Whistler (Yellow-lored);Pachycephala graeffii graeffii/aurantiiventris
Yellow-throated Fiji Whistler (Black-banded);Pachycephala graeffii [optata Group]
Yellow-throated Fiji Whistler (Taveuni);Pachycephala graeffii torquata
Samoan Whistler;Pachycephala flavifrons
Tongan Whistler;Pachycephala jacquinoti
New Caledonian Whistler;Pachycephala caledonica
Guadalcanal Hooded Whistler;Pachycephala implicata
Bougainville Hooded Whistler;Pachycephala richardsi
Bismarck Whistler;Pachycephala citreogaster
Bismarck Whistler (Manus);Pachycephala citreogaster goodsoni
Bismarck Whistler (Bismarck);Pachycephala citreogaster [citreogaster Group]
Louisiade Whistler;Pachycephala collaris
Nendo Whistler;Pachycephala ornata
Utupua Whistler;Pachycephala utupuae
Vanikoro Whistler;Pachycephala vanikorensis
Oriole Whistler;Pachycephala orioloides
Oriole Whistler (North Solomons);Pachycephala orioloides [orioloides Group]
Oriole Whistler (Vella Lavella);Pachycephala orioloides melanonota
Oriole Whistler (Malaita);Pachycephala orioloides sanfordi
Oriole Whistler (Guadalcanal);Pachycephala orioloides cinnamomea
Oriole Whistler (Makira);Pachycephala orioloides christophori
Rennell Whistler;Pachycephala feminina
Tenggara Whistler;Pachycephala calliope
Tenggara Whistler (Rusty-breasted);Pachycephala calliope fulvotincta/javana
Tenggara Whistler (Flores Sea);Pachycephala calliope everetti
Tenggara Whistler (Sumba);Pachycephala calliope fulviventris
Tenggara Whistler (Timor);Pachycephala calliope calliope
Selayar Whistler;Pachycephala teysmanni
Moluccan Whistler;Pachycephala macrorhyncha
Moluccan Whistler (Moluccan);Pachycephala macrorhyncha [macrorhyncha Group]
Moluccan Whistler (Tanimbar);Pachycephala macrorhyncha fuscoflava
Babar Whistler;Pachycephala sharpei
Black-chinned Whistler;Pachycephala mentalis
Black-chinned Whistler (North Moluccan);Pachycephala mentalis mentalis/tidorensis
Black-chinned Whistler (Obi);Pachycephala mentalis obiensis
Baliem Whistler;Pachycephala balim
Golden Whistler;Pachycephala pectoralis
Golden Whistler (Western);Pachycephala pectoralis fuliginosa/occidentalis
Golden Whistler (Eastern);Pachycephala pectoralis [pectoralis Group]
Golden Whistler (Norfolk);Pachycephala pectoralis xanthoprocta
Black-tailed Whistler;Pachycephala melanura
Black-tailed Whistler (Damar);Pachycephala melanura dammeriana
Black-tailed Whistler (Papuan);Pachycephala melanura spinicaudus/dahli
Black-tailed Whistler (Pilbara);Pachycephala melanura melanura
Black-tailed Whistler (North Australian);Pachycephala melanura robusta
Oriole x Black-tailed Whistler (hybrid);Pachycephala orioloides x melanura
Morningbird;Pachycephala tenebrosa
Brown-backed Whistler;Pachycephala modesta
Lorentz's Whistler;Pachycephala lorentzi
Golden-backed Whistler;Pachycephala aurea
Yellow-bellied Whistler;Pachycephala philippinensis
Yellow-bellied Whistler (fallax);Pachycephala philippinensis fallax
Yellow-bellied Whistler (illex);Pachycephala philippinensis illex
Yellow-bellied Whistler (philippinensis Group);Pachycephala philippinensis [philippinensis Group]
Bornean Whistler;Pachycephala hypoxantha
Sulphur-bellied Whistler;Pachycephala sulfuriventer
Mangrove Whistler;Pachycephala cinerea
Green-backed Whistler;Pachycephala albiventris
White-vented Whistler;Pachycephala homeyeri
White-vented Whistler (Sulu);Pachycephala homeyeri homeyeri
White-vented Whistler (Cebu);Pachycephala homeyeri major
White-vented Whistler (White-vented);Pachycephala homeyeri winchelli
Island Whistler;Pachycephala phaionota
Biak Whistler;Pachycephala melanorhyncha
Rusty Whistler;Pachycephala hyperythra
Gray Whistler;Pachycephala simplex
Gray Whistler (Brown);Pachycephala simplex simplex/brunnescens
Gray Whistler (Kai);Pachycephala simplex rufipennis
Gray Whistler (Gray-headed);Pachycephala simplex [griseiceps Group]
Gray Whistler (Tagula);Pachycephala simplex sudestensis
Wallacean Whistler;Pachycephala arctitorquis
Wallacean Whistler (Tayandu);Pachycephala arctitorquis tianduana
Wallacean Whistler (Wallacean);Pachycephala arctitorquis arctitorquis/kebirensis
Drab Whistler;Pachycephala griseonota
Drab Whistler (Peleng);Pachycephala griseonota lineolata
Drab Whistler (Halmahera);Pachycephala griseonota cinerascens
Drab Whistler (Buru);Pachycephala griseonota examinata
Drab Whistler (Seram);Pachycephala griseonota griseonota
Drab Whistler (Kai);Pachycephala griseonota kuehni
Drab Whistler (Cinnamon-breasted);Pachycephala griseonota johni
White-bellied Whistler;Pachycephala leucogastra
White-bellied Whistler (Papuan);Pachycephala leucogastra leucogastra
White-bellied Whistler (Rossel);Pachycephala leucogastra meeki
Black-headed Whistler;Pachycephala monacha
Rufous Whistler;Pachycephala rufiventris
Rufous Whistler (Australian);Pachycephala rufiventris [rufiventris Group]
Rufous Whistler (Grand Terre);Pachycephala rufiventris xanthetraea
White-breasted Whistler;Pachycephala lanioides
Pachycephala sp.;Pachycephala sp.
Hooded Pitohui;Pitohui dichrous
Raja Ampat Pitohui;Pitohui cerviniventris
Northern Variable Pitohui;Pitohui kirhocephalus
Northern Variable Pitohui (Northwestern);Pitohui kirhocephalus [kirhocephalus Group]
Northern Variable Pitohui (Sepik-Ramu);Pitohui kirhocephalus brunneicaudus
Northern Variable Pitohui (Onin);Pitohui kirhocephalus decipiens
Northern Variable Pitohui (Wandammen);Pitohui kirhocephalus rubiensis/dohertyi
Northern Variable Pitohui (Yapen);Pitohui kirhocephalus jobiensis
Northern Variable Pitohui (Geelvink);Pitohui kirhocephalus brunneivertex
Southern Variable Pitohui;Pitohui uropygialis
Southern Variable Pitohui (Misool);Pitohui uropygialis uropygialis
Southern Variable Pitohui (Mimika);Pitohui uropygialis aruensis/nigripectus
Southern Variable Pitohui (Brown-headed);Pitohui uropygialis brunneiceps
Southern Variable Pitohui (Southeastern);Pitohui uropygialis meridionalis
Northern/Southern Variable Pitohui;Pitohui kirhocephalus/uropygialis
Timor Oriole;Oriolus melanotis
Wetar Oriole;Oriolus finschi
Buru Oriole;Oriolus bouroensis
Tanimbar Oriole;Oriolus decipiens
Seram Oriole;Oriolus forsteni
Halmahera Oriole;Oriolus phaeochromus
Brown Oriole;Oriolus szalayi
Olive-backed Oriole;Oriolus sagittatus
Green Oriole;Oriolus flavocinctus
Dark-throated Oriole;Oriolus xanthonotus
Ventriloquial Oriole;Oriolus consobrinus
White-lored Oriole;Oriolus albiloris
Philippine Oriole;Oriolus steerii
Philippine Oriole (Mindanao);Oriolus steerii [steerii Group]
Philippine Oriole (Cebu);Oriolus steerii assimilis
Philippine Oriole (Sulu);Oriolus steerii cinereogenys
Isabela Oriole;Oriolus isabellae
Eurasian Golden Oriole;Oriolus oriolus
Indian Golden Oriole;Oriolus kundoo
Eurasian/Indian Golden Oriole;Oriolus oriolus/kundoo
African Golden Oriole;Oriolus auratus
Eurasian/African Golden Oriole;Oriolus oriolus/auratus
Black-naped Oriole;Oriolus chinensis
Black-naped Oriole (East Asian);Oriolus chinensis diffusus
Black-naped Oriole (Sunda);Oriolus chinensis [maculatus Group]
Black-naped Oriole (Philippine);Oriolus chinensis [chinensis Group]
Black-naped Oriole (Talaud);Oriolus chinensis melanisticus
Black-naped Oriole (Sulawesi);Oriolus chinensis [frontalis Group]
Black-naped Oriole (Tenggara);Oriolus chinensis broderipi/boneratensis
Indian Golden/Black-naped Oriole;Oriolus kundoo/chinensis
Slender-billed Oriole;Oriolus tenuirostris
Green-headed Oriole;Oriolus chlorocephalus
Green-headed Oriole (Green-headed);Oriolus chlorocephalus chlorocephalus/amani
Green-headed Oriole (Gorongosa);Oriolus chlorocephalus speculifer
Sao Tome Oriole;Oriolus crassirostris
Western Black-headed Oriole;Oriolus brachyrynchus
Ethiopian Black-headed Oriole;Oriolus monacha
African Black-headed Oriole;Oriolus larvatus
Black-tailed Oriole;Oriolus percivali
Black-winged Oriole;Oriolus nigripennis
Black-hooded Oriole;Oriolus xanthornus
Black Oriole;Oriolus hosii
Black-and-crimson Oriole;Oriolus consanguineus
Javan Oriole;Oriolus cruentus
Maroon Oriole;Oriolus traillii
Maroon Oriole (Maroon);Oriolus traillii traillii/robinsoni
Maroon Oriole (Crimson);Oriolus traillii ardens/nigellicauda
Silver Oriole;Oriolus mellianus
old world oriole sp.;Oriolus sp.
Wetar Figbird;Sphecotheres hypoleucus
Green Figbird;Sphecotheres viridis
Australasian Figbird;Sphecotheres vieilloti
Australasian Figbird (Kai);Sphecotheres vieilloti cucullatus
Australasian Figbird (Yellow);Sphecotheres vieilloti flaviventris/ashbyi
Australasian Figbird (Papuan);Sphecotheres vieilloti salvadorii
Australasian Figbird (Green);Sphecotheres vieilloti vieilloti
North Island Piopio;Turnagra tanagra
South Island Piopio;Turnagra capensis
Black-breasted Boatbill;Machaerirhynchus nigripectus
Yellow-breasted Boatbill;Machaerirhynchus flaviventer
Yellow-breasted Boatbill (Waigeo);Machaerirhynchus flaviventer albifrons
Yellow-breasted Boatbill (White-browed);Machaerirhynchus flaviventer novus/albigula
Yellow-breasted Boatbill (Yellow-faced);Machaerirhynchus flaviventer xanthogenys
Yellow-breasted Boatbill (Black-cheeked);Machaerirhynchus flaviventer flaviventer/secundus
Ashy Woodswallow;Artamus fuscus
Fiji Woodswallow;Artamus mentalis
Ivory-backed Woodswallow;Artamus monachus
Great Woodswallow;Artamus maximus
White-breasted Woodswallow;Artamus leucorynchus
Bismarck Woodswallow;Artamus insignis
Masked Woodswallow;Artamus personatus
White-browed Woodswallow;Artamus superciliosus
Masked x White-browed Woodswallow (hybrid);Artamus personatus x superciliosus
Masked/White-browed Woodswallow;Artamus personatus/superciliosus
Black-faced Woodswallow;Artamus cinereus
Black-faced Woodswallow (White-vented);Artamus cinereus normani/inkermani
Black-faced Woodswallow (Black-vented);Artamus cinereus [cinereus Group]
Dusky Woodswallow;Artamus cyanopterus
Little Woodswallow;Artamus minor
woodswallow sp.;Artamus sp.
Mountain Peltops;Peltops montanus
Lowland Peltops;Peltops blainvillii
Black-backed Butcherbird;Cracticus mentalis
Gray Butcherbird;Cracticus torquatus
Silver-backed Butcherbird;Cracticus argenteus
Hooded Butcherbird;Cracticus cassicus
Tagula Butcherbird;Cracticus louisiadensis
Pied Butcherbird;Cracticus nigrogularis
Black Butcherbird;Melloria quoyi
Australian Magpie;Gymnorhina tibicen
Australian Magpie (Papuan);Gymnorhina tibicen papuana
Australian Magpie (Black-backed);Gymnorhina tibicen [tibicen Group]
Australian Magpie (Western);Gymnorhina tibicen dorsalis
Australian Magpie (Black-backed x Western);Gymnorhina tibicen [tibicen Group] x dorsalis
Australian Magpie (White-backed);Gymnorhina tibicen telonocua/tyrannica
Australian Magpie (Black-backed x White-backed);Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica
Australian Magpie (Tasmanian);Gymnorhina tibicen hypoleuca
Pied Currawong;Strepera graculina
Black Currawong;Strepera fuliginosa
Gray Currawong;Strepera versicolor
Gray Currawong (Gray);Strepera versicolor versicolor/plumbea
Gray Currawong (Clinking);Strepera versicolor arguta
Gray Currawong (Black-winged);Strepera versicolor melanoptera
Gray Currawong (Brown);Strepera versicolor intermedia
Gray Currawong (Kangaroo I.);Strepera versicolor halmaturina
currawong sp.;Strepera sp.
Mottled Berryhunter;Rhagologus leucostigma
White-tailed Shrike;Lanioturdus torquatus
Chestnut Wattle-eye;Dyaphorophyia castanea
West African Wattle-eye;Dyaphorophyia hormophora
White-spotted Wattle-eye;Dyaphorophyia tonsa
Brown-throated Wattle-eye;Platysteira cyanea
White-fronted Wattle-eye;Platysteira albifrons
Black-throated Wattle-eye;Platysteira peltata
Banded Wattle-eye;Platysteira laticincta
Red-cheeked Wattle-eye;Platysteira blissetti
Black-necked Wattle-eye;Platysteira chalybea
Jameson's Wattle-eye;Platysteira jamesoni
Yellow-bellied Wattle-eye;Platysteira concreta
Yellow-bellied Wattle-eye (West African);Platysteira concreta concreta
Yellow-bellied Wattle-eye (Angola);Platysteira concreta ansorgei
Yellow-bellied Wattle-eye (Central African);Platysteira concreta graueri
Yellow-bellied Wattle-eye (Kungwe);Platysteira concreta kungwensis
wattle-eye sp.;Platysteira sp.
Boulton's Batis;Batis margaritae
Boulton's Batis (Angola);Batis margaritae margaritae
Boulton's Batis (Eastern);Batis margaritae kathleenae
Short-tailed Batis;Batis mixta
Short-tailed Batis (Short-tailed);Batis mixta mixta
Short-tailed Batis (Reichenow's);Batis mixta reichenowi
Dark Batis;Batis crypta
Rwenzori Batis;Batis diops
Cape Batis;Batis capensis
Cape Batis (Gray-mantled);Batis capensis [erythrophthalma Group]
Cape Batis (Cape);Batis capensis capensis
Malawi Batis;Batis dimorpha
Cape/Malawi Batis;Batis capensis/dimorpha
Woodwards' Batis;Batis fratrum
Chinspot Batis;Batis molitor
Pale Batis;Batis soror
Pririt Batis;Batis pririt
Senegal Batis;Batis senegalensis
Gray-headed Batis;Batis orientalis
Western Black-headed Batis;Batis erlangeri
Eastern Black-headed Batis;Batis minor
Western/Eastern Black-headed Batis;Batis erlangeri/minor
Pygmy Batis;Batis perkeo
Verreaux's Batis;Batis minima
Ituri Batis;Batis ituriensis
Bioko Batis;Batis poensis
West African Batis;Batis occulta
Angola Batis;Batis minulla
batis sp.;Batis sp.
White-crested Helmetshrike;Prionops plumatus
White-crested Helmetshrike (Long-crested);Prionops plumatus plumatus
White-crested Helmetshrike (Yellow-eyed);Prionops plumatus [poliocephalus Group]
Gray-crested Helmetshrike;Prionops poliolophus
Yellow-crested Helmetshrike;Prionops alberti
Red-billed Helmetshrike;Prionops caniceps
Red-billed Helmetshrike (Red-billed);Prionops caniceps caniceps
Red-billed Helmetshrike (Gray-cheeked);Prionops caniceps harterti
Rufous-bellied Helmetshrike;Prionops rufiventris
Retz's Helmetshrike;Prionops retzii
Angola Helmetshrike;Prionops gabela
Chestnut-fronted Helmetshrike;Prionops scopifrons
African Shrike-flycatcher;Megabyas flammulatus
Black-and-white Shrike-flycatcher;Bias musicus
Malabar Woodshrike;Tephrodornis sylvicola
Large Woodshrike;Tephrodornis virgatus
Common Woodshrike;Tephrodornis pondicerianus
Malabar/Common Woodshrike;Tephrodornis sylvicola/pondicerianus
Large/Common Woodshrike;Tephrodornis virgatus/pondicerianus
Sri Lanka Woodshrike;Tephrodornis affinis
Bar-winged Flycatcher-shrike;Hemipus picatus
Black-winged Flycatcher-shrike;Hemipus hirundinaceus
Rufous-winged Philentoma;Philentoma pyrhoptera
Maroon-breasted Philentoma;Philentoma velata
Rufous-winged/Maroon-breasted Philentoma;Philentoma pyrhoptera/velata
Archbold's Newtonia;Newtonia archboldi
Common Newtonia;Newtonia brunneicauda
Dark Newtonia;Newtonia amphichroa
Dark Newtonia (amphichroa);Newtonia amphichroa amphichroa
Dark Newtonia (lavarambo);Newtonia amphichroa lavarambo
Red-tailed Newtonia;Newtonia fanovanae
Tylas Vanga;Tylas eduardi
Tylas Vanga (Eduard's);Tylas eduardi eduardi
Tylas Vanga (White-throated);Tylas eduardi albigularis
Red-tailed Vanga;Calicalicus madagascariensis
Red-shouldered Vanga;Calicalicus rufocarpalis
Nuthatch-Vanga;Hypositta corallirostris
Chabert Vanga;Leptopterus chabert
Chabert Vanga (Chabert);Leptopterus chabert chabert
Chabert Vanga (White-tailed);Leptopterus chabert schistocercus
Crossley's Vanga;Mystacornis crossleyi
Comoro Blue Vanga;Cyanolanius comorensis
Madagascar Blue Vanga;Cyanolanius madagascarinus
Hook-billed Vanga;Vanga curvirostris
Hook-billed Vanga (Hook-billed);Vanga curvirostris curvirostris
Hook-billed Vanga (Black-crowned);Vanga curvirostris cetera
Ward's Vanga;Pseudobias wardi
Rufous Vanga;Schetba rufa
Rufous Vanga (rufa);Schetba rufa rufa
Rufous Vanga (occidentalis);Schetba rufa occidentalis
Helmet Vanga;Euryceros prevostii
Bernier's Vanga;Oriolia bernieri
Sickle-billed Vanga;Falculea palliata
White-headed Vanga;Artamella viridis
White-headed Vanga (viridis);Artamella viridis viridis
White-headed Vanga (annae);Artamella viridis annae
Pollen's Vanga;Xenopirostris polleni
Lafresnaye's Vanga;Xenopirostris xenopirostris
Van Dam's Vanga;Xenopirostris damii
Vangidae sp.;Vangidae sp.
Bornean Bristlehead;Pityriasis gymnocephala
Common Iora;Aegithina tiphia
White-tailed Iora;Aegithina nigrolutea
Common/White-tailed Iora;Aegithina tiphia/nigrolutea
Green Iora;Aegithina viridissima
Great Iora;Aegithina lafresnayei
iora sp.;Aegithina sp.
Brubru;Nilaus afer
Northern Puffback;Dryoscopus gambensis
Pringle's Puffback;Dryoscopus pringlii
Black-backed Puffback;Dryoscopus cubla
Black-backed Puffback (Black-winged);Dryoscopus cubla affinis
Black-backed Puffback (White-winged);Dryoscopus cubla [cubla Group]
Red-eyed Puffback;Dryoscopus senegalensis
Pink-footed Puffback;Dryoscopus angolensis
Sabine's Puffback;Dryoscopus sabini
puffback sp.;Dryoscopus sp.
Marsh Tchagra;Bocagia minuta
Marsh Tchagra (Marsh);Bocagia minuta minuta
Marsh Tchagra (Anchieta's);Bocagia minuta anchietae/reichenowi
Black-crowned Tchagra;Tchagra senegalus
Black-crowned Tchagra (Hooded);Tchagra senegalus cucullatus
Black-crowned Tchagra (Black-crowned);Tchagra senegalus [senegalus Group]
Brown-crowned Tchagra;Tchagra australis
Three-streaked Tchagra;Tchagra jamesi
Southern Tchagra;Tchagra tchagra
tchagra sp.;Tchagra sp.
Red-naped Bushshrike;Laniarius ruficeps
Coastal Boubou;Laniarius nigerrimus
Lühder's Bushshrike;Laniarius luehderi
Braun's Bushshrike;Laniarius brauni
Gabela Bushshrike;Laniarius amboimensis
Turati's Boubou;Laniarius turatii
Ethiopian Boubou;Laniarius aethiopicus
Tropical Boubou;Laniarius major
Zanzibar Boubou;Laniarius sublacteus
Gabon Boubou;Laniarius bicolor
Gabon Boubou (Gabon);Laniarius bicolor bicolor/guttatus
Gabon Boubou (Okavango);Laniarius bicolor sticturus
Southern Boubou;Laniarius ferrugineus
Yellow-crowned Gonolek;Laniarius barbarus
Black-headed Gonolek;Laniarius erythrogaster
Crimson-breasted Gonolek;Laniarius atrococcineus
Papyrus Gonolek;Laniarius mufumbiri
Yellow-breasted Boubou;Laniarius atroflavus
Slate-colored Boubou;Laniarius funebris
Lowland Sooty Boubou;Laniarius leucorhynchus
Willard's Sooty Boubou;Laniarius willardi
Western Boubou;Laniarius poensis
Western Boubou (Cameroon);Laniarius poensis camerunensis
Western Boubou (Bioko);Laniarius poensis poensis
Albertine Boubou;Laniarius holomelas
